path,source,author,license,url,retrieved,notes
assets/sprites/hero/smith_torso_broken_scale.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Smeden paperdoll torso_broken_scale (BROKEN_SCALE, primar torso), 48x48 8x4"
assets/sprites/hero/smith_torso_cheat_cube.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Smeden paperdoll torso_cheat_cube (CHEAT_CUBE, reserv torso), 48x48 8x4"
assets/sprites/hero/smith_torso_echo_mirror.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Smeden paperdoll torso_echo_mirror (ECHO_MIRROR, reserv torso), 48x48 8x4"
assets/sprites/hero/smith_weapon_hammer.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Smeden paperdoll weapon_hammer (vapen A), 48x48 8x4"
assets/sprites/hero/smith_weapon_tongs.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Smeden paperdoll weapon_tongs (vapen B), 48x48 8x4"
assets/sprites/items/relic_blood_price.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon BLOOD_PRICE, 16x16"
assets/sprites/items/relic_broken_scale.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon BROKEN_SCALE, 16x16"
assets/sprites/items/relic_cheat_cube.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon CHEAT_CUBE, 16x16"
assets/sprites/items/relic_domino.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon DOMINO, 16x16"
assets/sprites/items/relic_echo_mirror.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon ECHO_MIRROR, 16x16"
assets/sprites/items/relic_octopus.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Relikikon OCTOPUS, 16x16"
assets/sprites/ui/icon_armor.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon ARMOR, 16x16, stridsskarm v2"
assets/sprites/ui/icon_attack.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon ATTACK, 16x16, stridsskarm v2"
assets/sprites/ui/icon_charge.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon CHARGE, 16x16, stridsskarm v2"
assets/sprites/ui/icon_help.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon HELP, 16x16, stridsskarm v2"
assets/sprites/ui/icon_overflow.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon OVERFLOW, 16x16, stridsskarm v2"
assets/sprites/ui/icon_tutorial_pointer.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"UI-ikon TUTORIAL_POINTER, 16x16, stridsskarm v2"
assets/sprites/ui/node_boss.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon BOSS, 16x16"
assets/sprites/ui/node_combat.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon COMBAT, 16x16"
assets/sprites/ui/node_elite.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon ELITE, 16x16"
assets/sprites/ui/node_forge.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon FORGE, 16x16"
assets/sprites/ui/node_mystery.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon MYSTERY, 16x16"
assets/sprites/ui/node_rest.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Nodikon REST, 16x16"
assets/sprites/ui/slot_anvil.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon ANVIL, 16x16"
assets/sprites/ui/slot_charge.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon CHARGE, 16x16"
assets/sprites/ui/slot_fire.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon FIRE, 16x16"
assets/sprites/ui/slot_mirror.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon MIRROR, 16x16"
assets/sprites/ui/slot_plain.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon PLAIN, 16x16"
assets/sprites/ui/slot_void.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-21,"Slotikon VOID, 16x16"
assets/fonts/familjen_grotesk_variable.ttf,https://github.com/google/fonts/tree/main/ofl/familjengrotesk,Familjen STHLM AB,OFL-1.1,https://raw.githubusercontent.com/google/fonts/main/ofl/familjengrotesk/FamiljenGrotesk%5Bwght%5D.ttf,2026-09-22,"UI-typsnitt UI_GUIDE 2.8. Full variabel OFL-fil (wght 400-700), ej subset. Original: FamiljenGrotesk[wght].ttf. Licens: assets/fonts/OFL-familjen_grotesk.txt"
assets/fonts/anton_regular.ttf,https://github.com/google/fonts/tree/main/ofl/anton,Vernon Adams / Cyreal,OFL-1.1,https://raw.githubusercontent.com/google/fonts/main/ofl/anton/Anton-Regular.ttf,2026-09-22,"Displaytypsnitt UI_GUIDE 2.8 (display-xl, display-l). Full OFL-fil, ej subset. Licens: assets/fonts/OFL-anton.txt"
assets/fonts/caveat_brush_regular.ttf,https://github.com/google/fonts/tree/main/ofl/caveatbrush,Impallari Type,OFL-1.1,https://raw.githubusercontent.com/google/fonts/main/ofl/caveatbrush/CaveatBrush-Regular.ttf,2026-09-22,"type/scrawl UI_GUIDE 2.8, kritklotter. Full OFL-fil, ej subset. Licens: assets/fonts/OFL-caveat_brush.txt"
assets/fonts/pipwreck_symbols.ttf,tools/make_symbol_font.py (Noto Sans Symbols 2 Regular),The Noto Project Authors,OFL-1.1,https://raw.githubusercontent.com/google/fonts/main/ofl/notosanssymbols2/NotoSansSymbols2-Regular.ttf,2026-09-22,Symbolfallback for formkoderna i UI_GUIDE 2.3-2.5 (Familjen Grotesk har 619 glyfer och saknar dem). Modified Version: bara vertikala metriker omskalade 1.699 em -> 1.250 em sa att fallbacken inte blaser upp varje etikett. Inga konturer eller kodpunkter andrade. Omdopt till PIPWRECK Symbols. Licens: assets/fonts/OFL-pipwreck_symbols.txt
assets/sprites/ui/icon_arrow_left.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon ARROW_LEFT, 16x16, riktningsknapp (ersatter glyfen 0x25C0)"
assets/sprites/ui/icon_arrow_forward.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon ARROW_FORWARD, 16x16, riktningsknapp (ersatter glyfen 0x25B2)"
assets/sprites/ui/icon_arrow_right.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon ARROW_RIGHT, 16x16, riktningsknapp (ersatter glyfen 0x25B6)"
assets/sprites/ui/icon_sheet.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon SHEET, 16x16, character sheet-knappen (ersatter glyfen 0x25EB)"
assets/sprites/ui/icon_settings.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon SETTINGS, 16x16, kugghjul (ersatter glyfen 0x2699)"
assets/sprites/ui/icon_undo.png,tools/gen_pixel_assets.py,PIPWRECK UI,own-work,,2026-09-22,"UI-ikon UNDO, 16x16, angra (ersatter glyfen 0x21A9)"
assets/art/boss/SLAGJAW.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-boss004.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.SLAGJAW (battler 1024x491 via tools/normalize_art.py)
assets/art/enemy/CHALK_DUMMY.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy050.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.CHALK_DUMMY (battler 302x363 via tools/normalize_art.py)
assets/art/enemy/GRAVE_HAND.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy011.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.GRAVE_HAND (battler 244x341 via tools/normalize_art.py)
assets/art/enemy/IRON_TICK.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy004.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.IRON_TICK (battler 255x189 via tools/normalize_art.py)
assets/art/enemy/PIP_THIEF.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy041.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.PIP_THIEF (battler 302x313 via tools/normalize_art.py)
assets/art/enemy/RUST_RAT.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy034.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.RUST_RAT (battler 204x198 via tools/normalize_art.py)
assets/art/enemy/SLAG_MOTH.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy001.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.SLAG_MOTH (battler 197x328 via tools/normalize_art.py)
assets/art/enemy/THORN_IMP.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy013.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.THORN_IMP (battler 216x249 via tools/normalize_art.py)
assets/art/enemy/placeholder.png,assets/incoming/pipoya-free-rpg-monster-pack/full-480/pipo-enemy009.png,Pipoya,proprietary-free,https://pipoya.itch.io/free-rpg-monster-pack,2026-09-23,enemy.placeholder (battler 141x120 via tools/normalize_art.py)
assets/art/env/corridor/ceiling.png,assets/incoming/kaczor237-stylized-dungeon-wall-floor/dungeon-wall/Dungeon_Wall_Albedo.jpg,kaczor237,CC0-1.0,https://kaczor237.itch.io/stylized-mossy-dungeon-wall-seamless-pbr-texture,2026-09-23,env.corridor.ceiling (tile 512x512 via tools/normalize_art.py)
assets/art/env/corridor/door.png,assets/incoming/kaczor237-stylized-dungeon-wall-floor/dungeon-wall/Dungeon_Wall_Albedo.jpg,kaczor237,CC0-1.0,https://kaczor237.itch.io/stylized-mossy-dungeon-wall-seamless-pbr-texture,2026-09-23,env.corridor.door (door 512x512 via tools/normalize_art.py)
assets/art/env/corridor/floor.png,assets/incoming/kaczor237-stylized-dungeon-wall-floor/dungeon-floor/Dungeon_Floor_Albedo.png,kaczor237,CC0-1.0,https://kaczor237.itch.io/stylized-mossy-dungeon-wall-seamless-pbr-texture,2026-09-23,env.corridor.floor (tile 512x512 via tools/normalize_art.py)
assets/art/env/corridor/wall.png,assets/incoming/kaczor237-stylized-dungeon-wall-floor/dungeon-wall/Dungeon_Wall_Albedo.jpg,kaczor237,CC0-1.0,https://kaczor237.itch.io/stylized-mossy-dungeon-wall-seamless-pbr-texture,2026-09-23,env.corridor.wall (tile 512x512 via tools/normalize_art.py)
assets/art/fx/dust.png,assets/incoming/kenney-particle-pack/png-transparent/dirt_02.png,Kenney,CC0-1.0,https://kenney.nl/assets/particle-pack,2026-09-23,fx.dust (fx 256x256 via tools/normalize_art.py)
assets/art/fx/fire.png,assets/incoming/kenney-particle-pack/png-transparent/flame_05.png,Kenney,CC0-1.0,https://kenney.nl/assets/particle-pack,2026-09-23,fx.fire (fx 256x256 via tools/normalize_art.py)
assets/art/fx/hit.png,assets/incoming/kenney-particle-pack/png-transparent/star_07.png,Kenney,CC0-1.0,https://kenney.nl/assets/particle-pack,2026-09-23,fx.hit (fx 256x256 via tools/normalize_art.py)
assets/art/fx/poison.png,assets/incoming/kenney-particle-pack/png-transparent/smoke_04.png,Kenney,CC0-1.0,https://kenney.nl/assets/particle-pack,2026-09-23,fx.poison (fx 256x256 via tools/normalize_art.py)
assets/art/fx/slash.png,assets/incoming/kenney-particle-pack/png-transparent/slash_03.png,Kenney,CC0-1.0,https://kenney.nl/assets/particle-pack,2026-09-23,fx.slash (fx 256x256 via tools/normalize_art.py)
assets/art/gear/BONE_TALLY.png,assets/incoming/ravenmore-fantasy-icon-pack/128/tome.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.BONE_TALLY (icon 128x128 via tools/normalize_art.py)
assets/art/gear/CART_BOOTS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/coin.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.CART_BOOTS (icon 128x128 via tools/normalize_art.py)
assets/art/gear/CHALK_SATCHEL.png,assets/incoming/ravenmore-fantasy-icon-pack/128/envelope.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.CHALK_SATCHEL (icon 128x128 via tools/normalize_art.py)
assets/art/gear/CHIPPED_HAMMER.png,assets/incoming/ravenmore-fantasy-icon-pack/128/hammer.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.CHIPPED_HAMMER (icon 128x128 via tools/normalize_art.py)
assets/art/gear/DICE_POUCH.png,assets/incoming/ravenmore-fantasy-icon-pack/128/backpack.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.DICE_POUCH (icon 128x128 via tools/normalize_art.py)
assets/art/gear/GRIP_WRAPS.png,assets/incoming/ravenmore-fantasy-icon-pack/128/shieldSmall.png,Ravenmore (Krzysztof Dycha),CC-BY-3.0,https://opengameart.org/content/fantasy-icon-pack-by-ravenmore-0,2026-09-23,gear.GRIP_WRAPS (icon 128x128 via tools/normalize_art.py)
